Option price,Wall time,CPU Time,Lognormal Mean,Lognormal Sigma,Files
10.6220983,0.011888742446899414,0.0027973359999999836,2,1,results/hw1/hw1_1
11.78206002,0.12469935417175293,0.0036625840000000243,2,1,results/hw1/hw1_2
12.11327202,0.012181520462036133,0.0030988050000000378,0,2,results/hw1/hw1_5
12.17814917,0.11701035499572754,0.002731040000000018,0,2,results/hw1/hw1_6
